Gene symbol,Gene name,Significant temporal comparisons:,logFC: 0 vs 2h,logFC: 0 vs 4h,logFC: 0 vs 6h,logFC: 0 vs 8h,logFC: 2 vs 4h,logFC: 2 vs 6h,logFC: 2 vs 8h,logFC: 4 vs 6h,logFC: 4 vs 8h,logFC: 6 vs 8h
LOC100577053,"glycine dehydrogenase (decarboxylating), mitochondrial",0 vs 4; 0 vs 6; 0 vs 8; 2 vs 6; 2 vs 8; 6 vs 8,0.31,0.92,1.22,1.29,0.62,0.91,0.98,0.3,0.36,-1.09
Hbg2,alpha-glucosidase,0 vs 4; 0 vs 6; 0 vs 8; 2 vs 6; 2 vs 8; 6 vs 8,0.7,1.44,1.99,2.2,0.74,1.29,1.5,0.55,0.76,-1.51
LOC551044,"glucose dehydrogenase [FAD, quinone]",0 vs 4; 0 vs 6; 0 vs 8; 2 vs 6; 2 vs 8; 6 vs 8,0.73,2.05,2.62,2.9,1.32,1.89,2.18,0.57,0.85,-1.87
LOC725708,uncharacterized LOC725708,0 vs 4; 0 vs 6; 0 vs 8; 2 vs 6; 2 vs 8; 6 vs 8,0.72,1.94,2.37,2.99,1.22,1.66,2.28,0.44,1.05,-1.93
egh,"beta-1,4-mannosyltransferase egh",0 vs 4; 0 vs 6; 0 vs 8; 2 vs 6; 2 vs 8; 6 vs 8,-0.27,-0.49,-0.6,-0.61,-0.22,-0.33,-0.34,-0.11,-0.12,0.31
LOC113219221,esterase E4-like,0 vs 4; 0 vs 6; 0 vs 8; 2 vs 6; 2 vs 8; 6 vs 8,0.62,1.53,1.61,1.93,0.91,0.99,1.31,0.08,0.39,-1.83
LOC410972,nuclear pore complex protein Nup54,0 vs 4; 0 vs 6; 0 vs 8; 2 vs 6; 2 vs 8; 6 vs 8,-0.24,-0.53,-0.62,-0.56,-0.29,-0.38,-0.32,-0.09,-0.03,0.42
LOC102655070,uncharacterized LOC102655070,0 vs 4; 0 vs 6; 0 vs 8; 2 vs 6; 2 vs 8; 6 vs 8,0.95,2.28,2.63,2.44,1.33,1.67,1.49,0.35,0.16,-1.84
LOC412898,peptidylglycine alpha-hydroxylating monooxygenase,0 vs 4; 0 vs 6; 0 vs 8; 2 vs 6; 2 vs 8; 6 vs 8,0.31,0.8,0.87,0.86,0.49,0.56,0.56,0.07,0.07,-0.67
LOC408456,facilitated trehalose transporter Tret1-2 homolog,0 vs 4; 0 vs 6; 0 vs 8; 2 vs 6; 2 vs 8; 6 vs 8,0.23,1.15,1.32,1.29,0.91,1.09,1.05,0.17,0.14,-1.23
LOC100578731,uncharacterized LOC100578731,0 vs 4; 0 vs 6; 0 vs 8; 2 vs 6; 2 vs 8; 6 vs 8,0.82,2.23,2.74,2.92,1.41,1.92,2.1,0.5,0.69,-2.23
LOC412221,proliferation-associated protein 2G4,0 vs 4; 0 vs 6; 0 vs 8; 2 vs 6; 2 vs 8; 6 vs 8,-0.13,-0.44,-0.61,-0.61,-0.31,-0.48,-0.47,-0.17,-0.16,0.39
LOC726110,glutamate-rich WD repeat-containing protein 1,0 vs 4; 0 vs 6; 0 vs 8; 2 vs 6; 2 vs 8; 6 vs 8,-0.22,-0.35,-0.48,-0.43,-0.13,-0.26,-0.21,-0.13,-0.08,0.3
LOC725305,uncharacterized LOC725305,0 vs 4; 0 vs 6; 0 vs 8; 2 vs 6; 2 vs 8; 6 vs 8,0.82,1.8,2.42,2.68,0.98,1.6,1.86,0.62,0.88,-1.74
LOC113219113,uncharacterized LOC113219113,0 vs 4; 0 vs 6; 0 vs 8; 2 vs 6; 2 vs 8; 6 vs 8,0.32,1.08,1.16,1.54,0.76,0.84,1.22,0.09,0.47,-1.41
LOC100578498,tricalbin-3,0 vs 4; 0 vs 6; 0 vs 8; 2 vs 6; 2 vs 8; 6 vs 8,0.11,0.74,0.82,0.67,0.63,0.72,0.57,0.08,-0.07,-0.73
LOC102656575,uncharacterized LOC102656575,0 vs 4; 0 vs 6; 0 vs 8; 2 vs 6; 2 vs 8; 6 vs 8,0.25,1.17,1.44,1.61,0.92,1.19,1.36,0.27,0.43,-1.12
LOC100576799,uncharacterized LOC100576799,0 vs 4; 0 vs 6; 0 vs 8; 2 vs 6; 2 vs 8; 6 vs 8,-0.25,-0.38,-0.59,-0.52,-0.13,-0.35,-0.28,-0.22,-0.14,0.25
LOC552149,aquaporin AQPAn.G,0 vs 4; 0 vs 6; 0 vs 8; 2 vs 6; 2 vs 8; 6 vs 8,0.62,1.07,1.45,1.73,0.45,0.82,1.11,0.37,0.66,-1.25
LOC408480,PTB domain-containing engulfment adapter protein 1,0 vs 4; 0 vs 6; 0 vs 8; 2 vs 6; 2 vs 8; 6 vs 8,0.33,0.65,0.8,0.97,0.32,0.47,0.64,0.15,0.33,-0.52
LOC551948,uracil phosphoribosyltransferase homolog,0 vs 4; 0 vs 6; 0 vs 8; 2 vs 6; 2 vs 8; 6 vs 8,-0.23,-0.54,-0.68,-0.58,-0.31,-0.45,-0.35,-0.14,-0.04,0.51
LOC551290,cathepsin O,0 vs 4; 0 vs 6; 0 vs 8; 2 vs 6; 2 vs 8; 6 vs 8,0.29,0.66,0.8,0.96,0.37,0.51,0.67,0.13,0.29,-0.66
LOC408299,purine nucleoside phosphorylase,0 vs 4; 0 vs 6; 0 vs 8; 2 vs 6; 2 vs 8; 6 vs 8,0.52,1.21,1.41,1.43,0.7,0.89,0.91,0.19,0.21,-1.26
LOC100578121,uncharacterized LOC100578121,0 vs 4; 0 vs 6; 0 vs 8; 2 vs 6; 2 vs 8; 6 vs 8,0.37,0.61,0.86,0.83,0.24,0.49,0.46,0.25,0.22,-0.47
LOC410330,phosphatidylserine synthase 1,0 vs 4; 0 vs 6; 0 vs 8; 2 vs 6; 2 vs 8; 6 vs 8,-0.06,-0.3,-0.42,-0.25,-0.24,-0.36,-0.19,-0.11,0.05,0.24
LOC725362,protein arginine N-methyltransferase 1,0 vs 4; 0 vs 6; 0 vs 8; 2 vs 6; 2 vs 8; 6 vs 8,-0.24,-0.44,-0.69,-0.67,-0.2,-0.46,-0.43,-0.25,-0.23,0.5
LOC409863,ras-related protein Rab-21,0 vs 4; 0 vs 6; 0 vs 8; 2 vs 6; 2 vs 8; 6 vs 8,0.11,0.33,0.36,0.38,0.22,0.25,0.28,0.03,0.06,-0.3
LOC408818,hexokinase-1,0 vs 4; 0 vs 6; 0 vs 8; 2 vs 6; 2 vs 8; 6 vs 8,0.09,0.53,0.56,0.58,0.44,0.48,0.49,0.03,0.05,-0.69
LOC550828,elongation of very long chain fatty acids protein AAEL008004,0 vs 4; 0 vs 6; 0 vs 8; 2 vs 6; 2 vs 8; 6 vs 8,-0.45,-1.23,-2.46,-2.04,-0.78,-2.01,-1.58,-1.24,-0.81,2.13
LOC552515,ATP-dependent RNA helicase WM6,0 vs 4; 0 vs 6; 0 vs 8; 2 vs 6; 2 vs 8; 6 vs 8,-0.17,-0.4,-0.64,-0.66,-0.23,-0.47,-0.49,-0.24,-0.26,0.54
MsrA,methionine sulphoxide reductase A,0 vs 4; 0 vs 6; 0 vs 8; 2 vs 6; 2 vs 8; 6 vs 8,-0.17,-0.5,-0.77,-0.66,-0.33,-0.6,-0.49,-0.28,-0.16,0.48
LOC725922,mitochondrial basic amino acids transporter,0 vs 4; 0 vs 6; 0 vs 8; 2 vs 6; 2 vs 8; 6 vs 8,0.05,0.82,1,1.32,0.77,0.94,1.26,0.17,0.49,-0.79
LOC725800,fibrillin-2,0 vs 4; 0 vs 6; 0 vs 8; 2 vs 6; 2 vs 8; 6 vs 8,-0.32,-0.8,-1.06,-1.27,-0.49,-0.74,-0.95,-0.25,-0.47,0.74
LOC551913,protein CREG1,0 vs 4; 0 vs 6; 0 vs 8; 2 vs 6; 2 vs 8; 6 vs 8,0.05,0.34,0.46,0.51,0.29,0.41,0.46,0.12,0.17,-0.35
LOC107964743,uncharacterized LOC107964743,0 vs 4; 0 vs 6; 0 vs 8; 2 vs 6; 2 vs 8; 6 vs 8,0.86,1.81,2.3,2.4,0.95,1.44,1.54,0.49,0.59,-1.66
LOC100578703,uncharacterized LOC100578703,0 vs 4; 0 vs 6; 0 vs 8; 2 vs 6; 2 vs 8; 6 vs 8,0.53,1.06,1.65,1.79,0.54,1.12,1.27,0.59,0.73,-1.13
LOC100577781,uncharacterized LOC100577781,0 vs 4; 0 vs 6; 0 vs 8; 2 vs 6; 2 vs 8; 6 vs 8,0.03,0.79,0.91,0.66,0.75,0.88,0.63,0.12,-0.13,-0.77
LOC413942,"acyl-CoA synthetase short-chain family member 3, mitochondrial",0 vs 4; 0 vs 6; 0 vs 8; 2 vs 6; 2 vs 8; 6 vs 8,0.39,0.66,0.94,0.99,0.27,0.55,0.6,0.28,0.33,-0.79
LOC410428,uncharacterized LOC410428,0 vs 4; 0 vs 6; 0 vs 8; 2 vs 6; 2 vs 8; 6 vs 8,-0.34,-0.62,-0.91,-0.96,-0.28,-0.57,-0.62,-0.29,-0.34,0.63
LOC410038,collagen alpha-1(I) chain,0 vs 4; 0 vs 6; 0 vs 8; 2 vs 6; 2 vs 8; 6 vs 8,0.02,-0.68,-0.8,-0.8,-0.69,-0.82,-0.81,-0.12,-0.12,0.66
LOC551270,integrator complex subunit 9,0 vs 4; 0 vs 6; 0 vs 8; 2 vs 6; 2 vs 8; 6 vs 8,-0.16,-0.27,-0.4,-0.36,-0.11,-0.24,-0.2,-0.13,-0.09,0.3
LOC551570,leucine-rich melanocyte differentiation-associated protein,0 vs 4; 0 vs 6; 0 vs 8; 2 vs 6; 2 vs 8; 6 vs 8,-0.11,-0.36,-0.52,-0.41,-0.25,-0.4,-0.29,-0.16,-0.05,0.33
LOC113219028,pancreatic triacylglycerol lipase-like,0 vs 4; 0 vs 6; 0 vs 8; 2 vs 6; 2 vs 8; 6 vs 8,0.54,1.2,1.84,1.67,0.66,1.29,1.12,0.63,0.46,-1.41
LOC100576253,DNA ligase 1,0 vs 4; 0 vs 6; 0 vs 8; 2 vs 6; 2 vs 8; 6 vs 8,0.14,0.55,0.86,0.9,0.41,0.71,0.75,0.3,0.34,-0.57
LOC727596,malectin,0 vs 4; 0 vs 6; 0 vs 8; 2 vs 6; 2 vs 8; 6 vs 8,-0.16,-0.36,-0.51,-0.48,-0.2,-0.35,-0.32,-0.16,-0.12,0.33
LOC100577331,cell wall integrity and stress response component 1,0 vs 4; 0 vs 6; 0 vs 8; 2 vs 6; 2 vs 8; 6 vs 8,0.29,0.51,0.9,0.75,0.22,0.61,0.47,0.39,0.25,-0.48
LOC408748,"transmembrane protein 11, mitochondrial",0 vs 4; 0 vs 6; 0 vs 8; 2 vs 6; 2 vs 8; 6 vs 8,-0.18,-0.45,-0.63,-0.6,-0.27,-0.45,-0.42,-0.19,-0.15,0.49
LOC410725,uncharacterized LOC410725,0 vs 4; 0 vs 6; 0 vs 8; 2 vs 6; 2 vs 8; 6 vs 8,0.46,0.67,1.01,1.06,0.22,0.56,0.61,0.34,0.39,-0.72
LOC552215,uncharacterized LOC552215,0 vs 4; 0 vs 6; 0 vs 8; 2 vs 6; 2 vs 8; 6 vs 8,0.26,0.96,1.3,1.51,0.71,1.04,1.25,0.34,0.55,-0.77
LOC412031,S-phase kinase-associated protein 2,0 vs 4; 0 vs 6; 0 vs 8; 2 vs 6; 2 vs 8; 6 vs 8,-0.21,-0.42,-0.7,-0.6,-0.21,-0.49,-0.39,-0.27,-0.18,0.62
LOC725114,chymotrypsin inhibitor,0 vs 4; 0 vs 6; 0 vs 8; 2 vs 6; 2 vs 8; 6 vs 8,0.08,0.85,1.21,1.44,0.76,1.13,1.35,0.36,0.59,-0.89
LOC552200,probable histone-binding protein Caf1,0 vs 4; 0 vs 6; 0 vs 8; 2 vs 6; 2 vs 8; 6 vs 8,-0.09,-0.26,-0.46,-0.45,-0.17,-0.37,-0.36,-0.2,-0.19,0.35
LOC113219094,uncharacterized LOC113219094,0 vs 4; 0 vs 6; 0 vs 8; 2 vs 6; 2 vs 8; 6 vs 8,0.47,0.68,1.16,1.15,0.22,0.69,0.68,0.48,0.46,-1.03
LOC413233,"methylcrotonoyl-CoA carboxylase subunit alpha, mitochondrial",0 vs 4; 0 vs 6; 0 vs 8; 2 vs 6; 2 vs 8; 6 vs 8,0.11,0.48,0.66,0.63,0.37,0.55,0.53,0.18,0.16,-0.52
LOC406105,esterase A2,0 vs 4; 0 vs 6; 0 vs 8; 2 vs 6; 2 vs 8; 6 vs 8,0.78,2.65,3.16,3.52,1.87,2.38,2.74,0.51,0.87,-3.13
LOC726175,nuclear protein 1,0 vs 4; 0 vs 6; 0 vs 8; 2 vs 6; 2 vs 8; 6 vs 8,0.12,0.32,0.45,0.56,0.2,0.32,0.44,0.13,0.24,-0.33
LOC409529,ras-like protein 2,0 vs 4; 0 vs 6; 0 vs 8; 2 vs 6; 2 vs 8; 6 vs 8,0.09,0.41,0.53,0.52,0.32,0.44,0.44,0.12,0.11,-0.38
LOC100576146,aladin,0 vs 4; 0 vs 6; 0 vs 8; 2 vs 6; 2 vs 8; 6 vs 8,-0.24,-0.48,-0.8,-0.85,-0.24,-0.56,-0.61,-0.32,-0.36,0.58
Hex70c,hexamerin 70c,0 vs 4; 0 vs 6; 0 vs 8; 2 vs 6; 2 vs 8; 6 vs 8,1.53,4.21,4.91,6.12,2.68,3.38,4.59,0.7,1.91,-3.81
LOC409941,zinc finger FYVE domain-containing protein 1,0 vs 4; 0 vs 6; 0 vs 8; 2 vs 6; 2 vs 8; 6 vs 8,0.22,0.37,0.58,0.56,0.16,0.37,0.34,0.21,0.19,-0.45
LOC551779,histone H2A.V,0 vs 4; 0 vs 6; 0 vs 8; 2 vs 6; 2 vs 8; 6 vs 8,-0.12,-0.42,-0.69,-0.57,-0.29,-0.57,-0.45,-0.28,-0.16,0.52
LOC413261,serine/threonine-protein kinase polo,0 vs 4; 0 vs 6; 0 vs 8; 2 vs 6; 2 vs 8; 6 vs 8,-0.17,-0.37,-0.65,-0.53,-0.2,-0.48,-0.37,-0.28,-0.17,0.43
LOC412196,uncharacterized LOC412196,0 vs 4; 0 vs 6; 0 vs 8; 2 vs 6; 2 vs 8; 6 vs 8,0.14,0.37,0.49,0.45,0.23,0.35,0.31,0.12,0.08,-0.33
LOC408574,uncharacterized LOC408574,0 vs 4; 0 vs 6; 0 vs 8; 2 vs 6; 2 vs 8; 6 vs 8,0.12,0.41,0.52,0.54,0.3,0.4,0.43,0.11,0.13,-0.45
LOC551596,uncharacterized LOC551596,0 vs 4; 0 vs 6; 0 vs 8; 2 vs 6; 2 vs 8; 6 vs 8,-0.1,-0.22,-0.33,-0.42,-0.12,-0.23,-0.32,-0.11,-0.19,0.19
LOC410167,sorbitol dehydrogenase,0 vs 4; 0 vs 6; 0 vs 8; 2 vs 6; 2 vs 8; 6 vs 8,0.28,0.85,1.19,1.5,0.57,0.91,1.22,0.34,0.65,-0.81
LOC552303,RNA-binding protein cabeza,0 vs 4; 0 vs 6; 0 vs 8; 2 vs 6; 2 vs 8; 6 vs 8,-0.11,-0.51,-0.68,-0.96,-0.39,-0.57,-0.84,-0.18,-0.45,0.7
LOC107964173,uncharacterized LOC107964173,0 vs 4; 0 vs 6; 0 vs 8; 2 vs 6; 2 vs 8; 6 vs 8,1.33,3.81,6.28,6.76,2.48,4.96,5.43,2.48,2.95,-5.01
LOC412472,protein lethal(2)denticleless,0 vs 4; 0 vs 6; 0 vs 8; 2 vs 6; 2 vs 8; 6 vs 8,-0.16,-0.39,-0.56,-0.67,-0.23,-0.41,-0.52,-0.17,-0.28,0.43
LOC726497,autophagy-related protein 2 homolog B,0 vs 4; 0 vs 6; 0 vs 8; 2 vs 6; 2 vs 8; 6 vs 8,0.21,0.4,0.69,0.56,0.2,0.48,0.35,0.28,0.16,-0.66
LOC102654212,uncharacterized LOC102654212,0 vs 4; 0 vs 6; 0 vs 8; 2 vs 6; 2 vs 8; 6 vs 8,-0.39,-1.65,-3.12,-3.21,-1.26,-2.73,-2.82,-1.48,-1.56,2.89
ACSF2,acyl-CoA synthetase family member 2,0 vs 4; 0 vs 6; 0 vs 8; 2 vs 6; 2 vs 8; 6 vs 8,0.14,0.82,1.12,1.37,0.68,0.98,1.23,0.3,0.55,-0.89
LOC107964438,uncharacterized LOC107964438,0 vs 4; 0 vs 6; 0 vs 8; 2 vs 6; 2 vs 8; 6 vs 8,0.01,0.49,0.67,0.64,0.47,0.65,0.63,0.18,0.16,-0.53
LOC726969,farnesyl pyrophosphate synthase,0 vs 4; 0 vs 6; 0 vs 8; 2 vs 6; 2 vs 8; 6 vs 8,0.18,1.11,1.83,2,0.93,1.65,1.82,0.72,0.89,-1.5
LOC409103,"protoheme IX farnesyltransferase, mitochondrial",0 vs 4; 0 vs 6; 0 vs 8; 2 vs 6; 2 vs 8; 6 vs 8,-0.05,-0.22,-0.3,-0.35,-0.18,-0.26,-0.3,-0.08,-0.12,0.22
LOC100576912,cyclic AMP response element-binding protein A,0 vs 4; 0 vs 6; 0 vs 8; 2 vs 6; 2 vs 8; 6 vs 8,-0.18,-0.56,-0.81,-0.89,-0.37,-0.63,-0.71,-0.25,-0.33,0.55
LOC409277,acidic phospholipase A2 PA4,0 vs 4; 0 vs 6; 0 vs 8; 2 vs 6; 2 vs 8; 6 vs 8,-0.64,-1.17,-2.01,-2.42,-0.53,-1.38,-1.79,-0.84,-1.25,1.28
LOC100577527,uncharacterized LOC100577527,0 vs 4; 0 vs 6; 0 vs 8; 2 vs 6; 2 vs 8; 6 vs 8,0.67,1.65,2.57,2.9,0.97,1.89,2.23,0.92,1.25,-1.58
LOC409196,alanine aminotransferase 1,0 vs 4; 0 vs 6; 0 vs 8; 2 vs 6; 2 vs 8; 6 vs 8,0.03,-0.39,-0.56,-0.6,-0.41,-0.59,-0.63,-0.17,-0.22,0.42
LOC413964,serine/threonine-protein kinase grp,0 vs 4; 0 vs 6; 0 vs 8; 2 vs 6; 2 vs 8; 6 vs 8,-0.18,-0.45,-0.7,-0.62,-0.26,-0.52,-0.43,-0.26,-0.17,0.69
LOC724352,zinc finger protein 593 homolog,0 vs 4; 0 vs 6; 0 vs 8; 2 vs 6; 2 vs 8; 6 vs 8,-0.18,-0.32,-0.59,-0.49,-0.14,-0.41,-0.31,-0.26,-0.16,0.54
LOC100576384,tyrosine-protein phosphatase 10D,0 vs 4; 0 vs 6; 0 vs 8; 2 vs 6; 2 vs 8; 6 vs 8,0.06,0.44,0.5,0.54,0.38,0.44,0.48,0.06,0.1,-0.64
LOC413365,nucleoporin SEH1,0 vs 4; 0 vs 6; 0 vs 8; 2 vs 6; 2 vs 8; 6 vs 8,-0.06,-0.23,-0.38,-0.32,-0.17,-0.32,-0.26,-0.15,-0.09,0.32
LOC410448,carcinine transporter,0 vs 4; 0 vs 6; 0 vs 8; 2 vs 6; 2 vs 8; 6 vs 8,-0.01,0.51,0.86,0.83,0.52,0.87,0.84,0.35,0.32,-0.83
LOC102654683,farnesyl pyrophosphate synthase,0 vs 4; 0 vs 6; 0 vs 8; 2 vs 6; 2 vs 8; 6 vs 8,0.05,0.74,1.34,0.91,0.69,1.28,0.85,0.6,0.17,-1.2
LOC411629,zinc finger protein ubi-d4 A,0 vs 4; 0 vs 6; 0 vs 8; 2 vs 6; 2 vs 8; 6 vs 8,0.02,-0.33,-0.5,-0.43,-0.35,-0.52,-0.45,-0.17,-0.1,0.55
Ing3,"inhibitor of growth family, member 3",0 vs 4; 0 vs 6; 0 vs 8; 2 vs 6; 2 vs 8; 6 vs 8,0.06,-0.23,-0.2,-0.25,-0.3,-0.26,-0.32,0.03,-0.02,0.27
LOC726834,mitochondrial inner membrane protease ATP23 homolog,0 vs 4; 0 vs 6; 0 vs 8; 2 vs 6; 2 vs 8; 6 vs 8,-0.11,-0.27,-0.42,-0.36,-0.16,-0.31,-0.25,-0.14,-0.09,0.39
LOC100577451,glycolipid transfer protein,0 vs 4; 0 vs 6; 0 vs 8; 2 vs 6; 2 vs 8; 6 vs 8,0.06,-0.21,-0.29,-0.26,-0.27,-0.35,-0.32,-0.09,-0.06,0.28
LOC100576662,uncharacterized LOC100576662,0 vs 4; 0 vs 6; 0 vs 8; 2 vs 6; 2 vs 8; 6 vs 8,0.45,0.83,1.36,1.36,0.39,0.91,0.91,0.53,0.52,-0.96
LOC413343,nucleoporin Nup37,0 vs 4; 0 vs 6; 0 vs 8; 2 vs 6; 2 vs 8; 6 vs 8,-0.21,-0.28,-0.51,-0.56,-0.07,-0.3,-0.35,-0.23,-0.28,0.45
LOC411472,dynamin-1-like protein,0 vs 4; 0 vs 6; 0 vs 8; 2 vs 6; 2 vs 8; 6 vs 8,-0.1,-0.24,-0.38,-0.4,-0.14,-0.28,-0.3,-0.13,-0.16,0.34
LOC552113,long-chain fatty acid transport protein 4,0 vs 4; 0 vs 6; 0 vs 8; 2 vs 6; 2 vs 8; 6 vs 8,0.15,0.4,0.71,0.76,0.25,0.56,0.61,0.31,0.36,-0.67
LOC409308,small ubiquitin-related modifier,0 vs 4; 0 vs 6; 0 vs 8; 2 vs 6; 2 vs 8; 6 vs 8,-0.1,-0.25,-0.38,-0.36,-0.15,-0.28,-0.26,-0.13,-0.11,0.31
LOC413583,uncharacterized LOC413583,0 vs 4; 0 vs 6; 0 vs 8; 2 vs 6; 2 vs 8; 6 vs 8,0.21,0.31,0.62,0.52,0.11,0.41,0.31,0.31,0.2,-0.47
LOC551854,serine/threonine-protein phosphatase 5,0 vs 4; 0 vs 6; 0 vs 8; 2 vs 6; 2 vs 8; 6 vs 8,-0.05,-0.19,-0.37,-0.24,-0.14,-0.32,-0.18,-0.18,-0.04,0.24
LOC411822,aldehyde dehydrogenase family 3 member B1,0 vs 4; 0 vs 6; 0 vs 8; 2 vs 6; 2 vs 8; 6 vs 8,-0.03,-0.15,-0.2,-0.21,-0.12,-0.17,-0.19,-0.05,-0.07,0.16
LOC100576132,uncharacterized LOC100576132,0 vs 4; 0 vs 6; 0 vs 8; 2 vs 8; 4 vs 8; 6 vs 8,-0.16,-0.26,-0.4,-0.6,-0.11,-0.25,-0.44,-0.14,-0.33,0.52
LOC411633,UDP-glucose 4-epimerase,0 vs 4; 0 vs 8; 2 vs 6; 2 vs 8; 4 vs 8; 6 vs 8,-0.24,-0.26,0.08,0.3,-0.02,0.33,0.54,0.34,0.56,-0.32
LOC412220,vesicular glutamate transporter 2.2,0 vs 6; 0 vs 8; 2 vs 6; 2 vs 8; 4 vs 8; 6 vs 8,-0.04,0.4,1.25,1.77,0.44,1.29,1.81,0.85,1.36,-1.12
LOC410227,inactive hydroxysteroid dehydrogenase-like protein 1,0 vs 6; 0 vs 8; 2 vs 6; 2 vs 8; 4 vs 8; 6 vs 8,0.07,0.25,0.82,0.77,0.18,0.75,0.71,0.57,0.52,-0.67
LOC411983,putative fatty acyl-CoA reductase,0 vs 6; 0 vs 8; 2 vs 6; 2 vs 8; 4 vs 8; 6 vs 8,0.33,0.6,1.45,1.87,0.27,1.13,1.54,0.86,1.28,-1.28
LOC725239,RNA-binding protein 33,0 vs 6; 0 vs 8; 2 vs 6; 2 vs 8; 4 vs 8; 6 vs 8,1.17,0.99,2.58,3.38,-0.18,1.41,2.21,1.59,2.39,-1.8
LOC411622,uncharacterized LOC411622,0 vs 6; 0 vs 8; 2 vs 6; 2 vs 8; 4 vs 8; 6 vs 8,1.02,1.28,3.23,4.2,0.26,2.21,3.18,1.95,2.92,-2.32
LOC409852,transcription factor SPT20 homolog,0 vs 6; 0 vs 8; 2 vs 6; 2 vs 8; 4 vs 8; 6 vs 8,0.21,0.46,1.08,1.18,0.24,0.86,0.97,0.62,0.73,-0.93
LOC100579026,uncharacterized LOC100579026,0 vs 6; 0 vs 8; 2 vs 6; 2 vs 8; 4 vs 8; 6 vs 8,-0.03,0.24,0.88,0.96,0.27,0.91,0.99,0.64,0.72,-0.69
LOC102655243,uncharacterized LOC102655243,0 vs 6; 0 vs 8; 2 vs 6; 2 vs 8; 4 vs 8; 6 vs 8,0.45,0.53,2.58,3.2,0.08,2.14,2.75,2.05,2.67,-2.35
LOC413478,spermine oxidase,0 vs 6; 0 vs 8; 2 vs 6; 2 vs 8; 4 vs 8; 6 vs 8,-0,0.34,0.82,1.18,0.34,0.83,1.18,0.49,0.84,-0.73
LOC102655512,uncharacterized LOC102655512,0 vs 6; 0 vs 8; 2 vs 6; 2 vs 8; 4 vs 8; 6 vs 8,1.3,1.63,3.23,4.38,0.33,1.92,3.08,1.59,2.75,-2.51
LOC412670,probable phosphoserine aminotransferase,0 vs 6; 0 vs 8; 2 vs 6; 2 vs 8; 4 vs 8; 6 vs 8,0.04,0.19,0.42,0.59,0.16,0.39,0.55,0.23,0.39,-0.37
LOC413433,protein lingerer,0 vs 6; 0 vs 8; 2 vs 6; 2 vs 8; 4 vs 8; 6 vs 8,-0.12,-0.29,-0.57,-0.66,-0.18,-0.45,-0.55,-0.28,-0.37,0.31
LOC102656465,guanine nucleotide-binding protein G(o) subunit alpha,0 vs 6; 0 vs 8; 2 vs 6; 2 vs 8; 4 vs 8; 6 vs 8,-0.17,-0.36,-0.81,-1.04,-0.2,-0.64,-0.88,-0.44,-0.68,0.51
LOC551553,facilitated trehalose transporter Tret1,0 vs 6; 0 vs 8; 2 vs 6; 2 vs 8; 4 vs 8; 6 vs 8,0.35,0.43,0.91,1.3,0.08,0.56,0.95,0.47,0.87,-0.82
LOC724664,A-agglutinin anchorage subunit,0 vs 6; 0 vs 8; 2 vs 6; 2 vs 8; 4 vs 8; 6 vs 8,-0.49,-0.4,-1.85,-2.29,0.09,-1.36,-1.8,-1.45,-1.89,1.43
LOC113218569,sodium-coupled monocarboxylate transporter 1-like,0 vs 6; 0 vs 8; 2 vs 6; 2 vs 8; 4 vs 8; 6 vs 8,-0.27,-0.18,-0.9,-1,0.09,-0.64,-0.74,-0.72,-0.82,0.55
LOC551632,methyl farnesoate epoxidase,0 vs 6; 0 vs 8; 2 vs 6; 2 vs 8; 4 vs 8; 6 vs 8,0.42,0.74,1.6,2.02,0.32,1.18,1.59,0.86,1.28,-1.29
LOC726981,circadian clock-controlled protein,0 vs 6; 0 vs 8; 2 vs 6; 2 vs 8; 4 vs 8; 6 vs 8,-0.32,-0.19,-0.81,-1.35,0.13,-0.49,-1.03,-0.62,-1.16,0.73
LOC409893,protein alan shepard,0 vs 6; 0 vs 8; 2 vs 6; 2 vs 8; 4 vs 8; 6 vs 8,-0.14,-0.18,-0.4,-0.56,-0.04,-0.26,-0.42,-0.22,-0.38,0.29
LOC412271,serine/threonine-protein kinase Aurora-2,0 vs 6; 0 vs 8; 2 vs 6; 2 vs 8; 4 vs 8; 6 vs 8,-0.18,-0.31,-0.61,-0.69,-0.13,-0.42,-0.51,-0.29,-0.38,0.56
LOC100578776,uncharacterized LOC100578776,0 vs 6; 0 vs 8; 2 vs 6; 2 vs 8; 4 vs 8; 6 vs 8,0.37,0.52,1.04,1.31,0.14,0.67,0.94,0.53,0.79,-0.64
LOC726506,kinesin 14,0 vs 6; 0 vs 8; 2 vs 6; 2 vs 8; 4 vs 8; 6 vs 8,-0.13,-0.2,-0.6,-0.61,-0.07,-0.48,-0.49,-0.4,-0.41,0.67
LOC100576192,uncharacterized LOC100576192,0 vs 6; 0 vs 8; 2 vs 6; 2 vs 8; 4 vs 8; 6 vs 8,1.84,2.27,4.7,6.05,0.43,2.86,4.21,2.43,3.78,-3.82
LOC552578,uncharacterized LOC552578,0 vs 6; 0 vs 8; 2 vs 6; 2 vs 8; 4 vs 8; 6 vs 8,-0.16,-0.37,-0.79,-0.91,-0.2,-0.63,-0.74,-0.43,-0.54,0.8
